CASEID,RESOURCE,ROUND,EVENTID,ACTIVITY,STAGE,START,END,VIDEOSTART,VIDEOEND
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831735278,Position probe,Ultrasound Preparation,10/18/2018 3:06:49,10/18/2018 3:06:49,409,409
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831738477,Anatomic identification,Locate Structures,10/18/2018 3:06:54,10/18/2018 3:06:54,414,414
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831787105,Ultrasound configuration,Ultrasound Preparation,10/18/2018 3:08:07,10/18/2018 3:08:17,487,497
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831824286,Compression identification,Locate Structures,10/18/2018 3:09:03,10/18/2018 3:09:03,543,543
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831852298,Puncture,Venous puncture,10/18/2018 3:09:45,10/18/2018 3:10:04,585,604
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831866242,Blood return,Venous puncture,10/18/2018 3:10:06,10/18/2018 3:10:06,606,606
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831898453,Drop probe,Install Guidewire,10/18/2018 3:10:12,10/18/2018 3:10:12,612,612
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831901684,Remove syringe,Install Guidewire,10/18/2018 3:10:17,10/18/2018 3:10:17,617,617
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831903848,Guidewire install,Install Guidewire,10/18/2018 3:10:20,10/18/2018 3:10:52,620,652
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831926326,Remove trocar,Install Guidewire,10/18/2018 3:10:54,10/18/2018 3:10:54,654,654
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831934159,Widen pathway,Install Catheter,10/18/2018 3:11:06,10/18/2018 3:11:24,666,684
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539831952946,Advance catheter,Install Catheter,10/18/2018 3:11:34,10/18/2018 3:12:32,694,752
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832113160,Puncture,Venous puncture,10/18/2018 3:12:53,10/18/2018 3:13:19,773,799
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832131348,Blood return,Venous puncture,10/18/2018 3:13:20,10/18/2018 3:13:20,800,800
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832137611,Drop probe,Install Guidewire,10/18/2018 3:13:30,10/18/2018 3:13:30,810,810
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832146671,Remove syringe,Install Guidewire,10/18/2018 3:13:44,10/18/2018 3:13:44,824,824
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832155358,Guidewire install,Install Guidewire,10/18/2018 3:13:56,10/18/2018 3:14:55,836,895
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832174562,Check wire in short axis,Install Guidewire,10/18/2018 3:14:25,10/18/2018 3:14:25,865,865
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832178435,Check wire in long axis,Install Guidewire,10/18/2018 3:14:31,10/18/2018 3:14:31,871,871
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832199087,Remove trocar,Install Guidewire,10/18/2018 3:15:02,10/18/2018 3:15:02,902,902
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832203401,Widen pathway,Install Catheter,10/18/2018 3:15:08,10/18/2018 3:15:20,908,920
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832211961,Advance catheter,Install Catheter,10/18/2018 3:15:21,10/18/2018 3:16:02,921,962
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832239808,Remove guidewire,Install Catheter,10/18/2018 3:16:03,10/18/2018 3:16:06,963,966
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832243182,Check flow and reflow,Install Catheter,10/18/2018 3:16:08,10/18/2018 3:16:34,968,994
1539832275246-video_4.8_CVC,R_48_2D,Pre,1539832264783,Check catheter position,Install Catheter,10/18/2018 3:16:41,10/18/2018 3:16:41,1001,1001
